agebin 5th Median 95th
686.0 0.0 5.1472556589e-06 0.000328723864417
685.0 0.0 5.18656562766e-06 0.000329526812688
684.0 0.0 5.2202655585e-06 0.000330348626826
683.0 0.0 5.26192222977e-06 0.000331272271512
682.0 0.0 5.29642979271e-06 0.000332495686084
681.0 0.0 5.32221012749e-06 0.000333281240678
680.0 0.0 5.35606315567e-06 0.000334518747205
679.0 0.0 5.39257580257e-06 0.000335271834614
678.0 0.0 5.42531445201e-06 0.000336194916352
677.0 0.0 5.45289633129e-06 0.000336928319076
676.0 0.0 5.48498470045e-06 0.000338068694821
675.0 0.0 5.51570859238e-06 0.000339003144276
674.0 0.0 5.54745156509e-06 0.000339737885613
673.0 0.0 5.57862901015e-06 0.000341033341903
672.0 0.0 5.6159394543e-06 0.000342167424922
671.0 0.0 5.64611759179e-06 0.000343059528356
670.0 0.0 5.68024989457e-06 0.000343894852477
669.0 0.0 5.70786486152e-06 0.00034548886549
668.0 0.0 5.73706241609e-06 0.000346148762852
667.0 0.0 5.76828228833e-06 0.000347321592545
666.0 0.0 5.79099823386e-06 0.000348232926904
665.0 0.0 5.81898943822e-06 0.000348999664568
664.0 0.0 5.84563901278e-06 0.000350138245476
663.0 0.0 5.8708399095e-06 0.000351045890145
662.0 0.0 5.91505552443e-06 0.000352295260359
661.0 0.0 5.94208241259e-06 0.000353533077407
660.0 0.0 5.97371830637e-06 0.000354220445669
659.0 0.0 6.00674874184e-06 0.000355243802188
658.0 0.0 6.03878280813e-06 0.000356534894244
657.0 0.0 6.07734300094e-06 0.000357612174302
656.0 0.0 6.11667829865e-06 0.000358543436046
655.0 0.0 6.15750277222e-06 0.000359493731624
654.0 0.0 6.18488111509e-06 0.000360769063499
653.0 0.0 6.21776905696e-06 0.000361758016261
652.0 0.0 6.24108310402e-06 0.000362668627841
651.0 0.0 6.27246067725e-06 0.000364315088424
650.0 0.0 6.31260607541e-06 0.00036557982265
649.0 0.0 6.35210871521e-06 0.0003664953172
648.0 0.0 6.38223263372e-06 0.000367445701404
647.0 0.0 6.41528209873e-06 0.000368550381909
646.0 0.0 6.44466747481e-06 0.000369630056302
645.0 0.0 6.48532818131e-06 0.000371009619542
644.0 0.0 6.51454529237e-06 0.000372831126293
643.0 0.0 6.54883458166e-06 0.000373943668054
642.0 0.0 6.57730173881e-06 0.000374906927924
641.0 0.0 6.61261829391e-06 0.000376474560661
640.0 0.0 6.64964701672e-06 0.000378316830254
639.0 0.0 6.68220060414e-06 0.000379625390111
638.0 0.0 6.71538092534e-06 0.000380841676925
637.0 0.0 6.75228610904e-06 0.000382734925393
636.0 0.0 6.78275464277e-06 0.000384015937051
635.0 0.0 6.82527910728e-06 0.000386081876494
634.0 0.0 6.85962900459e-06 0.00038773191909
633.0 0.0 6.8964311279e-06 0.000389167821844
632.0 0.0 6.91952537883e-06 0.000390529115167
631.0 0.0 6.94480533357e-06 0.000391964660313
630.0 0.0 6.96818908233e-06 0.000392843452488
629.0 0.0 6.99906746996e-06 0.000393865378287
628.0 0.0 7.02166551718e-06 0.000395053170045
627.0 0.0 7.06390543048e-06 0.000396664940833
626.0 0.0 7.08927309646e-06 0.000398588293684
625.0 0.0 7.12342012854e-06 0.000399650007013
624.0 0.0 7.15789073546e-06 0.000401410724156
623.0 0.0 7.18545867962e-06 0.000403133332882
622.0 0.0 7.21637777222e-06 0.000404445036752
621.0 0.0 7.25284793545e-06 0.000406034078187
620.0 0.0 7.28670724207e-06 0.00040814938546
619.0 0.0 7.33327684054e-06 0.000409876717601
618.0 0.0 7.37711854946e-06 0.000411578087685
617.0 0.0 7.41107555497e-06 0.000413536300845
616.0 0.0 7.46293153251e-06 0.00041492232938
615.0 0.0 7.5115295751e-06 0.000416372914551
614.0 0.0 7.53875635811e-06 0.000418075296079
613.0 0.0 7.58424789662e-06 0.000419908716035
612.0 0.0 7.62071145384e-06 0.000421571893204
611.0 0.0 7.66720416049e-06 0.000423823828521
610.0 0.0 7.70721092489e-06 0.000425404852064
609.0 0.0 7.74936160251e-06 0.000427096611455
608.0 0.0 7.79201698135e-06 0.000429039492829
607.0 0.0 7.84920988821e-06 0.000431293796117
606.0 0.0 7.90272847692e-06 0.000433595909204
605.0 0.0 7.94715629268e-06 0.000436602992957
604.0 0.0 7.98117400609e-06 0.000438442419005
603.0 0.0 8.03034811932e-06 0.000439946833781
602.0 0.0 8.08408056736e-06 0.000443028197507
601.0 0.0 8.13329173318e-06 0.000446561975722
600.0 0.0 8.17244437981e-06 0.000447981960322
599.0 0.0 8.22092150373e-06 0.000449491954212
598.0 0.0 8.27691180475e-06 0.000451192427478
597.0 0.0 8.33861268807e-06 0.000452986554765
596.0 0.0 8.37940079798e-06 0.000455615836734
595.0 0.0 8.4200612172e-06 0.000458857173625
594.0 0.0 8.47937605204e-06 0.000461323463593
593.0 0.0 8.54046180343e-06 0.000463078672952
592.0 0.0 8.58280014928e-06 0.000464937172703
591.0 0.0 8.64002877344e-06 0.000467397685077
590.0 0.0 8.67752157181e-06 0.000469605164837
589.0 0.0 8.73893997915e-06 0.00047200684835
588.0 0.0 8.79376425773e-06 0.000474039340903
587.0 0.0 8.8529987188e-06 0.000476652499854
586.0 0.0 8.91735692985e-06 0.000479495203905
585.0 0.0 8.97491352231e-06 0.00048260460779
584.0 0.0 9.02520461785e-06 0.000485152480313
583.0 0.0 9.08620770354e-06 0.000487794869698
582.0 0.0 9.15400681841e-06 0.000491665455882
581.0 0.0 9.21764051509e-06 0.000494306841571
580.0 0.0 9.27270542223e-06 0.000496829838241
579.0 0.0 9.32684207041e-06 0.00049968607158
578.0 0.0 9.40769801535e-06 0.000504028405107
577.0 0.0 9.4813159632e-06 0.000507915659116
576.0 0.0 9.52822295356e-06 0.000511171618237
575.0 0.0 9.60073858859e-06 0.00051571472248
574.0 0.0 9.64671868515e-06 0.00051720617991
573.0 0.0 9.71496036179e-06 0.000521482975156
572.0 0.0 9.77394172864e-06 0.000525962989561
571.0 0.0 9.87676183421e-06 0.000530538918311
570.0 0.0 9.93521877075e-06 0.000533582873852
569.0 0.0 1.00092400013e-05 0.000538086822618
568.0 0.0 1.01027275502e-05 0.000542966333645
567.0 0.0 1.01708462353e-05 0.000547900507506
566.0 0.0 1.02522114019e-05 0.000552959882765
565.0 0.0 1.03478730906e-05 0.000556549263238
564.0 0.0 1.04299056535e-05 0.000558897201606
563.0 0.0 1.05143481654e-05 0.000566690635267
562.0 0.0 1.06119179327e-05 0.000572997039492
561.0 0.0 1.07002022888e-05 0.000577518458477
560.0 0.0 1.07937110364e-05 0.000582575204973
559.0 0.0 1.0890584458e-05 0.000586692533311
558.0 0.0 1.09951327043e-05 0.000591455198125
557.0 0.0 1.11480536783e-05 0.000596086487411
556.0 0.0 1.1257564167e-05 0.000602615783867
555.0 0.0 1.13483969663e-05 0.000607240060634
554.0 0.0 1.15007744309e-05 0.000616055505981
553.0 0.0 1.16163572301e-05 0.000627218137247
552.0 0.0 1.17398051433e-05 0.000640428296103
551.0 0.0 1.18392371e-05 0.000646954753655
550.0 0.0 1.19721769807e-05 0.000658069019415
549.0 0.0 1.20795402434e-05 0.000667266513189
548.0 0.0 1.22209242275e-05 0.000676804770054
547.0 0.0 1.2375039031e-05 0.000684499115413
546.0 0.0 1.25120143313e-05 0.000700059023641
545.0 0.0 1.26482928173e-05 0.000710347332082
544.0 0.0 1.27942536777e-05 0.000716995632975
543.0 0.0 1.29726973234e-05 0.000727639160469
542.0 0.0 1.31691877139e-05 0.000735835111806
541.0 0.0 1.33765000849e-05 0.000744556526957
540.0 0.0 1.35981374603e-05 0.000764421510274
539.0 0.0 1.37726008015e-05 0.000776761469087
538.0 0.0 1.40060530091e-05 0.000791014858746
537.0 0.0 1.42222187043e-05 0.000802618773399
536.0 0.0 1.44327360997e-05 0.000807733548073
535.0 0.0 1.46798720536e-05 0.000819393265538
534.0 0.0 1.49472255473e-05 0.000826371638109
533.0 0.0 1.51817935478e-05 0.00083198036458
532.0 0.0 1.54670208451e-05 0.000844915987294
531.0 0.0 1.57418349204e-05 0.000849849223507
530.0 0.0 1.59555246227e-05 0.000855214955269
529.0 0.0 1.63198900302e-05 0.000868179099746
528.0 0.0 1.67103657926e-05 0.000882394144813
527.0 0.0 1.70753012801e-05 0.000897196076803
526.0 0.0 1.74342860345e-05 0.00090559812575
525.0 0.0 1.78315838868e-05 0.000920086703378
524.0 0.0 1.82601359029e-05 0.00093130571897
523.0 0.0 1.863019816e-05 0.000947890255029
522.0 0.0 1.91574054207e-05 0.000960573573746
521.0 0.0 1.97954714679e-05 0.000977164339049
520.0 0.0 2.02724212549e-05 0.000987351757057
519.0 0.0 2.08925869504e-05 0.000993386892908
518.0 0.0 2.15781265239e-05 0.00100599038817
517.0 0.0 2.23357417197e-05 0.00101456584402
516.0 0.0 2.3157212931e-05 0.00102411359382
515.0 0.0 2.40986074868e-05 0.00103784972833
514.0 0.0 2.51748821338e-05 0.00104416594129
513.0 0.0 2.61729121153e-05 0.00105666846586
512.0 0.0 2.74152149036e-05 0.00107170475223
511.0 0.0 2.94679899463e-05 0.00108261975656
510.0 0.0 3.11858535715e-05 0.00110219311944
509.0 0.0 3.36712455183e-05 0.00112196942979
508.0 0.0 3.5983548105e-05 0.00113476040479
507.0 0.0 3.8932884677e-05 0.00114963807809
506.0 0.0 4.48459730817e-05 0.00115935466756
505.0 0.0 4.98948000271e-05 0.00117431913024
504.0 0.0 5.23146208992e-05 0.00118503513999
503.0 0.0 5.4113928271e-05 0.00119748599198
502.0 0.0 5.55275508764e-05 0.00120806200245
501.0 0.0 5.69600298869e-05 0.0012168561469
500.0 0.0 5.82123617964e-05 0.00122612402089
499.0 0.0 5.92396366382e-05 0.00123681983839
498.0 0.0 6.0292014279e-05 0.00124662424178
497.0 0.0 6.11507471635e-05 0.00125961247801
496.0 0.0 6.18995289318e-05 0.00126941456449
495.0 0.0 6.2533565986e-05 0.00128551936814
494.0 0.0 6.34117382714e-05 0.00129221211209
493.0 0.0 6.41949474548e-05 0.00130883315885
492.0 0.0 6.48581261475e-05 0.00132174203804
491.0 0.0 6.56287073768e-05 0.0013327211194
490.0 0.0 6.64682794609e-05 0.00134799347868
489.0 0.0 6.71755518591e-05 0.00136077469169
488.0 0.0 6.79372740125e-05 0.00137162284153
487.0 0.0 6.85632881305e-05 0.00137971022609
486.0 0.0 6.91241494087e-05 0.00138962408665
485.0 0.0 6.99890283614e-05 0.00140220661249
484.0 0.0 7.04912367332e-05 0.00141431936572
483.0 0.0 7.11357094901e-05 0.00142675994036
482.0 0.0 7.15651777971e-05 0.00143463273312
481.0 0.0 7.22344561846e-05 0.00145573998419
480.0 0.0 7.30083631839e-05 0.00146365418441
479.0 0.0 7.35726860136e-05 0.00147628533089
478.0 0.0 7.42407357696e-05 0.00148696651157
477.0 0.0 7.49714532879e-05 0.00149548055
476.0 0.0 7.55420321555e-05 0.00150797293978
475.0 0.0 7.63804172623e-05 0.00152159629293
474.0 0.0 7.70716501738e-05 0.00153153186447
473.0 0.0 7.77361208765e-05 0.00154139731461
472.0 0.0 7.83085791689e-05 0.0015481754552
471.0 0.0 7.89946778324e-05 0.00156635671348
470.0 0.0 7.97784435932e-05 0.00157484693263
469.0 0.0 8.04765287611e-05 0.00158541655378
468.0 0.0 8.1400060442e-05 0.00159878915784
467.0 0.0 8.24373191515e-05 0.00161320867623
466.0 0.0 8.33427442044e-05 0.00162966813926
465.0 0.0 8.4276872403e-05 0.00163747942486
464.0 0.0 8.50645294187e-05 0.00164887516205
463.0 0.0 8.58304498125e-05 0.00166409373954
462.0 0.0 8.66056698612e-05 0.00167516573913
461.0 0.0 8.74795002194e-05 0.00168657424265
460.0 0.0 8.82249528648e-05 0.00170112812545
459.0 0.0 8.90424981704e-05 0.00171462526671
458.0 0.0 8.99597911676e-05 0.00173003209018
457.0 0.0 9.09077748108e-05 0.0017413578692
456.0 0.0 9.18320773481e-05 0.00175308827329
455.0 0.0 9.29627271416e-05 0.00176850071804
454.0 0.0 9.38882884355e-05 0.00177628975284
453.0 0.0 9.47792153298e-05 0.0017824885236
452.0 0.0 9.56199137691e-05 0.00179176397023
451.0 0.0 9.67070825009e-05 0.00180523548422
450.0 0.0 9.77816839739e-05 0.00181718833498
449.0 0.0 9.91843267927e-05 0.00183205953265
448.0 0.0 0.000100333071134 0.00184489166879
447.0 0.0 0.000101298156158 0.00185812842033
446.0 0.0 0.000102516577208 0.00187278278863
445.0 0.0 0.000103788502233 0.00187941568658
444.0 0.0 0.000105072940528 0.0018950394664
443.0 0.0 0.000106197654618 0.00190742903135
442.0 0.0 0.000107535176737 0.00191962313609
441.0 0.0 0.000108865248652 0.00193241251554
440.0 0.0 0.000110392751435 0.00194354830475
439.0 0.0 0.000111900652003 0.00195803910829
438.0 0.0 0.000113554825973 0.00197409538438
437.0 0.0 0.000114911305575 0.00198747084371
436.0 0.0 0.000116398626003 0.00199906496203
435.0 0.0 0.000117951673457 0.00201252549237
434.0 0.0 0.000119765609539 0.00202327515265
433.0 0.0 0.000121931544388 0.00204082429279
432.0 0.0 0.000123689727081 0.00205329916479
431.0 0.0 0.000125311852051 0.00206548444195
430.0 0.0 0.000127090820464 0.00207663480467
429.0 0.0 0.000129027127744 0.0020856916899
428.0 0.0 0.000130740949673 0.00210434526405
427.0 0.0 0.000132569309363 0.00211554083413
426.0 0.0 0.000134966860484 0.00213303707839
425.0 0.0 0.000136842773068 0.00214374881651
424.0 0.0 0.000138967218247 0.0021569713277
423.0 0.0 0.000141352763848 0.00217082749491
422.0 0.0 0.000144043830933 0.0021836666
421.0 0.0 0.000146742409597 0.00219690072166
420.0 0.0 0.000149318648041 0.0022105514669
419.0 0.0 0.000152150984828 0.00221902299767
418.0 0.0 0.000155382871353 0.00223008387846
417.0 0.0 0.000158850819976 0.00224493664414
416.0 0.0 0.000162432439896 0.00226104026521
415.0 0.0 0.000166060561363 0.00227321129296
414.0 0.0 0.000170047402112 0.00228943331837
413.0 0.0 0.000174264572484 0.00230431474267
412.0 0.0 0.000178885358144 0.00232073548347
411.0 0.0 0.000182319623082 0.00233261638803
410.0 0.0 0.000186565292523 0.00234287015667
409.0 0.0 0.000192135818938 0.00235810576839
408.0 0.0 0.000197088388711 0.00237119894801
407.0 0.0 0.00020288836766 0.00238736385452
406.0 0.0 0.000208488529205 0.00240747545474
405.0 0.0 0.000213445234902 0.00242259402599
404.0 0.0 0.000217506510218 0.00243305152476
403.0 0.0 0.000223183513123 0.00244351315392
402.0 0.0 0.000228209222269 0.00245753926842
401.0 0.0 0.000232864813035 0.00247316188898
400.0 0.0 0.000236493487126 0.00248830215083
399.0 0.0 0.000240542975817 0.00250262803636
398.0 0.0 0.000244394306603 0.00251521534546
397.0 0.0 0.00024808462716 0.00253152082267
396.0 0.0 0.0002518099157 0.00254745861225
395.0 0.0 0.000255230712128 0.00256550836265
394.0 0.0 0.000258543152965 0.00257686148179
393.0 0.0 0.000261707783123 0.00259257395242
