agebin	5th	Median	95th
47	0	0	0.009648976
46	0	0	0.0086963757
45	0	0	0.0079067738
44	0	0	0.0073565587
43	0	0	0.0069076776
42	0	0	0.006519471
41	0	0	0.0061539093
40	0	0	0.0058456749
39	0	0	0.0055679492
38	0	0	0.0053253352
37	0	0	0.0051245277
36	0	0	0.0049525223
35	0	0	0.0047822543
34	0	0	0.0046221399
33	0	0	0.0044716735
32	0	0	0.0043278775
31	0	0	0.0042054189
30	0	0	0.0040682861
29	0	0	0.0039489548
28	0	0	0.0038311007
27	0	0	0.0037447539
26	0	0	0.0036482163
25	0	0	0.0035586556
24	0	0	0.0034754694
23	0	0	0.0033915553
22	0	0	0.0033012463
21	0	0	0.0032149636
20	0	0	0.0031331399
19	0	0	0.0030639721
18	0	0	0.0029887277
17	0	0	0.0029076257
16	0	0	0.0028319805
15	0	0	0.002757472
14	0	0	0.0026819571
13	0	0	0.0025995686
12	0	0	0.0025099898
11	0	0	0.0024280977
10	0	0	0.0023136491
9	0	0	0
8	0	0	0
7	0	0	0
6	0	0	0
5	0	0	0
4	0	0	0
3	0	0	0
2	0	0	0
1	0	0	0
0	0	0	0
